1410,2080,7016855,-4581389,33038354,-7743920,45634074
1410,2080,7035794,-4541299,33020174,-7767822,45634083
1410,2080,7020486,-4513850,33005212,-7789480,45634092
1410,2080,7077008,-4496678,32969010,-7800146,45634101
1410,2080,7097811,-4449698,32932054,-7819084,45634111
1410,2080,7128919,-4434496,32875744,-7810098,45634120
1410,2080,7195941,-4393755,32809800,-7831474,45634131
1410,2080,7230777,-4368088,32763588,-7849517,45634140
1410,2080,7301136,-4313525,32686824,-7862495,45634150
1410,2080,7341828,-4262832,32652892,-7865578,45634159
1410,2080,7395504,-4247707,32581798,-7876191,45634168
1410,2080,7426487,-4186106,32550216,-7906942,45634177
1410,2080,7436937,-4163464,32513420,-7940268,45634186
1410,2080,7476744,-4111947,32461388,-7972258,45634196
1410,2080,7480583,-4062171,32446042,-7990703,45634205
1410,2080,7495662,-4039621,32396128,-8019288,45634214
1410,2080,7501615,-3970595,32396968,-8054989,45634223
1410,2080,7494266,-3961062,32391718,-8066170,45634232
1410,2080,7508887,-3918894,32379564,-8092149,45634241
1410,2080,7479634,-3891210,32410042,-8121376,45634251
1410,2080,7466976,-3906152,32407336,-8125811,45634260
1410,2080,7438027,-3882502,32442724,-8133745,45634269
1410,2080,7417586,-3942086,32449324,-8118108,45634278
1410,2080,7414879,-3946853,32460844,-8112896,45634287
1410,2080,7392353,-3997912,32496250,-8091877,45634296
1410,2080,7395777,-4078121,32489880,-8043996,45634306
1410,2080,7387851,-4110847,32523752,-8001643,45634315
1410,2080,7367668,-4206915,32528324,-7934068,45634324
1410,2080,7362642,-4247799,32545844,-7897085,45634333
1410,2080,7331033,-4308208,32576478,-7860496,45634342
1410,2080,7296295,-4393459,32593956,-7825337,45634352
1410,2080,7244843,-4420135,32648736,-7794597,45634361
1410,2080,7188713,-4489986,32706900,-7740894,45634370
1410,2080,7144021,-4516936,32795232,-7710123,45634379
1410,2080,7077401,-4588620,32884844,-7670817,45634388
1410,2080,7035434,-4650404,32941814,-7643235,45634397
1410,2080,6979326,-4681755,33037810,-7620320,45634407
1410,2080,6930697,-4755181,33101884,-7581509,45634416
1410,2080,6896744,-4779565,33168852,-7559702,45634425
1410,2080,6861938,-4846849,33208248,-7536665,45634434
1410,2080,6856217,-4879849,33197364,-7537490,45634443
1410,2080,6821948,-4871874,33201032,-7550758,45634452
1410,2080,6822416,-4902400,33156460,-7559040,45634462
1410,2080,6851223,-4849599,33106460,-7589801,45634471
1410,2080,6877089,-4832365,33042328,-7608560,45634480
1410,2080,6920742,-4772873,32957202,-7652184,45634489
1410,2080,6951642,-4671030,32899892,-7689203,45634498
1410,2080,6986631,-4616487,32826866,-7720800,45634508
1410,2080,7012461,-4490994,32790878,-7778496,45634517
1410,2080,7015677,-4430402,32757428,-7815699,45634526
1410,2080,7028257,-4359909,32707720,-7863118,45634535
1410,2080,7001743,-4278049,32700542,-7895382,45634544
1410,2080,6992236,-4279883,32666934,-7909349,45634553
1410,2080,6981583,-4253115,32675932,-7926679,45634563
1410,2080,6937970,-4300691,32682876,-7917620,45634572
1410,2080,6906154,-4324800,32693238,-7900542,45634581
1390,2040,6863304,-4353767,32743966,-7870507,45634590
1390,2040,6817019,-4436268,32765952,-7842572,45634599
1390,2040,6748089,-4475777,32836912,-7827586,45634609
1390,2040,6664134,-4541320,32894636,-7794314,45634618
1390,2040,6615864,-4530595,32980796,-7776185,45634627
1390,2040,6542055,-4564970,33069158,-7761850,45634636
1390,2040,6463797,-4657096,33096946,-7756732,45634645
1390,2040,6362832,-4714664,33150944,-7755413,45634654
1390,2040,6248795,-4813482,33185098,-7736648,45634664
1390,2040,6118195,-4892683,33221978,-7733853,45634673
1390,2040,5940046,-5015334,33275176,-7717458,45634682
1390,2040,5920218,-5140828,33351104,-7613394,45634691
1390,2040,6076926,-5166403,33488284,-7371731,45634700
1390,2040,6399728,-5311972,33566840,-6995168,45634709
1390,2040,6744545,-5402815,33621440,-6593467,45634719
1390,2040,6969230,-5494299,33683708,-6278953,45634728
1390,2040,7050032,-5642618,33650696,-6089363,45634737
1390,2040,6944359,-5831821,33567472,-6128669,45634746
1390,2040,6657287,-6006906,33470440,-6311579,45634755
1390,2040,6270742,-6072266,33433854,-6611607,45634765
1390,2040,5851424,-6042749,33426060,-7014937,45634774
1390,2040,5388557,-5933297,33478500,-7482026,45634783
1390,2040,5033499,-5745011,33602592,-7876739,45634792
1390,2040,4812908,-5463499,33773696,-8197785,45634801
1390,2040,4717013,-5145503,33973924,-8427148,45634811
1390,2040,4770025,-4819623,34141664,-8558484,45634820
1390,2040,4976381,-4498511,34275732,-8588068,45634829
1390,2040,5228148,-4269799,34296676,-8523802,45634838
1390,2040,5488752,-4190690,34166728,-8397764,45634847
1390,2040,5735664,-4251924,33916676,-8244273,45634856
1390,2040,5985579,-4417751,33593080,-8058121,45634866
1390,2040,6210001,-4656180,33281592,-7848542,45634875
1390,2040,6366484,-4976266,32972218,-7643556,45634884
1390,2040,6431619,-5230204,32764618,-7490256,45634893
1390,2040,6431065,-5455432,32658650,-7397951,45634902
1390,2040,6376319,-5589084,32665628,-7373953,45634911
1390,2040,6283805,-5598251,32786444,-7396490,45634921
1390,2040,6173158,-5503558,33017264,-7456100,45634930
1390,2040,6021461,-5322422,33360216,-7552996,45634939
1390,2040,5889856,-5089494,33673944,-7668379,45634948
1390,2040,5772081,-4829340,33928144,-7794381,45634957
1390,2040,5659286,-4629137,34069756,-7914961,45634966
1390,2040,5561909,-4518403,34093032,-8010618,45634976
1390,2040,5511754,-4518128,34013336,-8058299,45634985
1390,2040,5492892,-4619421,33827308,-8050890,45634994
1390,2040,5501254,-4827690,33628792,-7973005,45635003
1390,2040,5542218,-5105902,33447580,-7841107,45635012
1390,2040,5614594,-5399240,33324728,-7676629,45635022
1390,2040,5665447,-5684510,33278252,-7493240,45635031
1390,2040,5709539,-5897546,33309948,-7321621,45635040
1390,2040,5737412,-6013048,33432260,-7207710,45635049
1390,2040,5732796,-6017265,33612356,-7154953,45635058
1390,2040,5717739,-5893238,33827528,-7171258,45635067
1390,2040,5706171,-5668101,34012144,-7241582,45635077
1390,2040,5680744,-5371464,34149692,-7370942,45635086
1390,2040,5665250,-5050351,34214864,-7565313,45635095
1390,2040,5669948,-4757473,34136628,-7765065,45635104
1390,2040,5699095,-4520236,33952788,-7952196,45635113
1390,2040,5746197,-4360642,33681100,-8118602,45635123
1390,2040,5813131,-4301241,33391840,-8251041,45635132
1390,2040,5915284,-4322233,33076116,-8322032,45635141
1390,2040,6001537,-4427560,32834578,-8324575,45635150
1390,2040,6067419,-4601179,32669674,-8272795,45635159
1390,2040,6119111,-4799090,32603540,-8181847,45635168
1390,2040,6150959,-4983984,32646238,-8061094,45635178
1390,2040,6149738,-5141195,32781616,-7905051,45635187
1390,2040,6120670,-5244871,33038778,-7718299,45635196
1390,2040,6071857,-5303080,33330044,-7555687,45635205
1390,2040,6007178,-5322880,33634840,-7425123,45635214
1390,2040,5901187,-5317655,33906864,-7335883,45635223
1390,2040,5767098,-5304822,34101716,-7291344,45635233
1390,2040,5641787,-5301888,34229492,-7290230,45635242
1390,2040,5504845,-5305280,34283456,-7333529,45635251
1390,2040,5393540,-5328564,34251392,-7406958,45635260
1390,2040,5314623,-5350656,34153328,-7494738,45635269
1390,2040,5272525,-5389431,34011560,-7586932,45635279
1390,2040,5276472,-5410148,33857680,-7676219,45635288
1390,2040,5331446,-5401898,33676708,-7766021,45635297
1390,2040,5427352,-5370731,33526392,-7826030,45635306
1390,2040,5550319,-5297030,33405426,-7858873,45635315
1390,2040,5709725,-5188954,33321046,-7869340,45635324
1390,2040,5855447,-5074002,33271264,-7868416,45635334
1390,2040,6004899,-4937050,33253316,-7853933,45635343
1390,2040,6140918,-4831265,33261322,-7819199,45635352
1390,2040,6211613,-4747481,33295720,-7779831,45635361
1390,2040,6248827,-4701555,33331588,-7743495,45635370
1390,2040,6255609,-4719614,33354820,-7713590,45635380
1390,2040,6207144,-4778464,33382108,-7692351,45635389
1390,2040,6109843,-4873066,33411984,-7688936,45635398
1390,2040,6005512,-4975367,33423204,-7700139,45635407
1390,2040,5902288,-5078860,33429232,-7723816,45635416
1390,2040,5791358,-5156228,33428086,-7761750,45635425
1390,2040,5685116,-5205912,33437564,-7806283,45635435
1390,2040,5605021,-5209396,33457218,-7856834,45635444
1390,2040,5558224,-5165670,33491542,-7897190,45635453
1390,2040,5539769,-5096736,33548660,-7914656,45635462
1390,2040,5545816,-5019918,33614404,-7912102,45635471
1390,2040,5566772,-4961892,33671828,-7884332,45635480
1390,2040,5595350,-4940992,33722556,-7838905,45635490
1390,2040,5643814,-4963175,33777912,-7770605,45635499
1390,2040,5689397,-5036601,33824552,-7670555,45635508
1390,2040,5716911,-5142478,33842408,-7567436,45635517
1390,2040,5750340,-5275397,33841240,-7478847,45635526
1390,2040,5766585,-5408773,33803376,-7403626,45635536
1390,2040,5776965,-5536467,33747668,-7343198,45635545
1390,2040,5786996,-5618968,33653692,-7318973,45635554
1390,2040,5793866,-5620801,33553368,-7343786,45635563
1390,2040,5802697,-5571942,33458260,-7406537,45635572
1390,2040,5821822,-5454882,33372062,-7486982,45635581
1390,2040,5832562,-5282638,33319188,-7589664,45635591
1390,2040,5843388,-5066852,33295720,-7723175,45635600
1390,2040,5867495,-4858399,33291748,-7871620,45635609
1410,2060,5878728,-4677171,33325052,-7989441,45635618
1410,2060,5883937,-4532611,33389484,-8074163,45635627
1410,2060,5886958,-4449743,33455282,-8126852,45635636
1410,2060,5886566,-4450018,33498000,-8155069,45635646
1410,2060,5871987,-4525828,33539432,-8143246,45635655
1410,2060,5847552,-4660030,33564728,-8076931,45635664
1410,2060,5827208,-4835482,33558064,-7994769,45635673
1410,2060,5804420,-5029543,33534620,-7895161,45635682
1410,2060,5789896,-5211137,33503556,-7780546,45635692
1410,2060,5771449,-5361564,33469756,-7666425,45635701
1410,2060,5759619,-5453232,33460898,-7552870,45635710
1410,2060,5744683,-5490449,33490564,-7464276,45635719
1410,2060,5735021,-5479907,33538624,-7408397,45635728
