0,2,40,0,65568777,528,0,3000,3000,6992447
0,2,37,0,65568777,528,0,3000,3000,6992448
0,2,35,0,65568777,528,0,3000,3000,6992449
0,2,33,0,65568777,528,0,3000,3000,6992450
0,2,31,0,65568777,528,0,3000,3000,6992451
0,2,31,0,65568777,528,0,3000,3000,6992452
0,2,31,0,65568777,528,0,3000,3000,6992453
0,2,31,0,65568777,528,0,3000,3000,6992454
0,2,31,0,65568777,528,0,3000,3000,6992455
0,2,31,0,65568777,528,0,3000,3000,6992456
0,2,31,0,65568777,528,0,3000,3000,6992457
0,2,31,0,65568777,528,0,3000,3000,6992458
0,2,31,0,65568777,528,0,11630,4850,6992459
1,2,31,0,65568777,528,0,11630,4850,6992460
1,2,31,0,65568777,528,0,11630,4850,6992461
1,2,31,0,65568777,528,0,11630,4850,6992462
1,2,31,0,65568777,528,0,11630,4850,6992463
1,2,31,0,65568777,528,0,11630,4850,6992464
1,2,31,0,65568777,528,0,11630,4850,6992465
1,2,31,0,65568777,528,0,11630,4850,6992466
1,2,31,0,65568777,528,0,11630,4850,6992467
1,2,31,0,65568777,528,0,11630,4850,6992468
1,2,31,0,65568777,528,0,11630,4850,6992469
1,2,31,0,65568777,528,0,11630,4850,6992470
1,2,31,0,65568777,528,0,11630,4850,6992471
1,2,31,0,65568777,528,0,11630,4850,6992472
1,2,31,0,65568777,528,0,11630,4850,6992473
1,2,31,0,65568777,528,0,11630,4850,6992474
1,2,31,0,65568777,528,0,11630,4850,6992475
1,2,31,0,65568777,528,0,11630,4850,6992476
1,2,31,0,65568777,528,0,11630,4850,6992477
1,2,31,0,65568777,528,0,11630,4850,6992478
1,2,31,0,65568777,528,0,11630,4850,6992479
1,2,31,0,65568777,528,0,11630,4850,6992480
1,2,31,0,65568777,528,0,11630,4850,6992481
1,2,31,0,65568777,528,0,11630,4850,6992482
1,2,31,0,65568777,528,0,11630,4850,6992483
1,2,31,0,65568777,528,0,11630,4850,6992484
1,2,31,0,65568777,528,0,11630,4850,6992485
1,2,31,0,65568777,528,0,11630,4850,6992486
1,2,31,0,65568777,528,0,11630,4850,6992487
1,2,31,0,65568777,528,0,11630,4850,6992488
1,2,31,0,65568777,528,0,11630,4850,6992489
1,2,31,0,65568777,528,0,11630,4850,6992490
1,2,31,0,65568777,528,0,11630,4850,6992491
1,2,31,0,65568777,528,0,11630,4850,6992492
1,2,31,0,65568777,528,0,11630,4850,6992493
1,2,31,0,65568777,528,0,11630,4850,6992494
1,2,31,0,65568777,528,0,11630,4850,6992495
1,2,31,0,65568777,528,0,11630,4850,6992496
1,2,31,0,65568777,528,0,11630,4850,6992497
1,2,31,0,65568777,528,0,11630,4850,6992498
1,2,31,0,65568777,528,0,11630,4850,6992499
1,2,31,0,65568777,528,0,11630,4850,6992500
1,2,31,0,65568777,528,0,11630,4850,6992501
1,2,31,0,65568777,528,0,11630,4850,6992502
1,2,31,0,65568777,528,0,11630,4850,6992503
1,2,31,0,65568777,528,0,11630,4850,6992504
1,2,31,0,65568777,528,0,11630,4850,6992505
1,2,31,0,65568777,528,0,11630,4850,6992506
1,2,31,0,65568777,528,0,11630,4850,6992507
1,2,31,0,65568777,528,0,11630,4850,6992508
1,2,31,0,65568777,528,0,11630,4850,6992509
1,2,31,0,65568777,528,0,11630,4850,6992510
1,2,31,0,65568777,528,0,11630,4850,6992511
1,2,31,0,65568777,528,0,11630,4850,6992512
1,2,31,0,65568777,528,0,11630,4850,6992513
1,2,31,0,65568777,528,0,11630,4850,6992514
1,2,31,0,65568777,528,0,11630,4850,6992515
1,2,31,0,65568777,528,0,11630,4850,6992516
1,2,31,0,65568777,528,0,11630,4850,6992517
1,2,31,0,65568777,528,0,11630,4850,6992518
128,2,31,0,65568777,528,0,11630,4850,6992519
192,2,31,0,65568777,528,0,11630,4850,6992520
192,2,31,0,65568777,528,0,11630,4850,6992521
192,2,31,0,65568777,528,0,11630,4850,6992522
193,2,31,0,65568777,528,0,11630,4850,6992523
193,2,31,0,65568777,528,0,11630,4850,6992524
193,2,31,0,65568777,528,0,11630,4850,6992525
193,2,31,0,65568777,528,0,11630,4850,6992526
193,2,31,0,65568777,528,0,11630,4850,6992527
193,2,31,0,65568777,528,0,11630,4850,6992528
192,2,31,0,65568777,528,0,12680,5320,6992529
0,2,31,0,65568777,528,0,12680,14150,6992530
0,2,31,0,65568777,528,0,12680,14150,6992531
0,2,31,0,65568777,528,0,12680,14150,6992532
129,2,31,0,65568777,528,0,12680,14150,6992533
129,2,31,0,65568777,528,0,12680,14150,6992534
193,2,31,0,65568777,528,0,12680,14150,6992535
193,2,31,0,65568777,528,0,12680,14150,6992536
193,2,31,0,65568777,528,0,12680,14150,6992537
193,2,31,0,65568777,528,0,12680,14150,6992538
193,2,31,0,65568777,528,0,12680,6650,6992539
194,2,31,0,65568777,528,0,12680,6650,6992540
194,2,31,0,65568777,528,0,12680,6650,6992541
194,2,31,0,65568777,528,0,12680,6650,6992542
194,2,31,0,65568777,528,0,12680,6650,6992543
